,metadata/Embedding model,metadata/Decoding config,metadata/Date,metadata/Model name,metadata/Dataset name,I(text -> summary),H(summary),H(summary|text),I(summary -> text),H(text),H(test|summary),mrm8488_distilroberta-finetuned-financial-news-sentiment-analysis/l2,mrm8488_distilroberta-finetuned-financial-news-sentiment-analysis/l1,mrm8488_distilroberta-finetuned-financial-news-sentiment-analysis/dot,mrm8488_distilroberta-finetuned-financial-news-sentiment-analysis/kl,cardiffnlp_tweet-topic-21-multi/l2,cardiffnlp_tweet-topic-21-multi/l1,cardiffnlp_tweet-topic-21-multi/dot,cardiffnlp_tweet-topic-21-multi/kl,SamLowe_roberta-base-go_emotions/l2,SamLowe_roberta-base-go_emotions/l1,SamLowe_roberta-base-go_emotions/dot,SamLowe_roberta-base-go_emotions/kl,wesleyacheng_news-topic-classification-with-bert/l2,wesleyacheng_news-topic-classification-with-bert/l1,wesleyacheng_news-topic-classification-with-bert/dot,wesleyacheng_news-topic-classification-with-bert/kl,wesleyacheng_news-topic-classification-with-bert/proba_of_error
facebook_bart-large-cnn-_-rotten_tomatoes-_-beam_sampling_long-_-2023-11-04-00-51-59,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-04-00-51-59,facebook_bart-large-cnn,rotten_tomatoes,58.73049377746583,38.91974739756697,-19.81074637989886,83.55676381454472,67.50002066340564,-16.05674315113909,7.071201244760002,2.6901324070740493,36.980522602705655,17.825860820865632,19.817459180179828,11.431427175350114,343.9194073158264,137.44111507415772,28.47531045695972,18.007896183454246,949.9439766204836,189.5102942573548,2.9680630871138143,2.4121392388484906,3.0615243261687457,11.407923201084136,0.441
sshleifer_distill-pegasus-cnn-16-4-_-peer_read-_-beam_search_short-_-2023-11-03-22-30-29,paraphrase-MiniLM-L6-v2,beam_search_short,2023-11-03-22-30-29,sshleifer_distill-pegasus-cnn-16-4,peer_read,156.9978958596513,126.39546085822674,-30.602435001424524,39.57231626364798,20.45857949246524,-19.11373677118274,63.40716193343573,10.195758638560587,16.15076834061824,29.620713876730075,,,,,92.96431919267052,35.27873172468366,1039.493930828316,266.13121707461295,22.491518160199536,8.159883766655529,5.806395606682935,10.913443744437776,0.344954128440367
google_pegasus-arxiv-_-rotten_tomatoes-_-beam_sampling_long-_-2023-11-04-00-59-25,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-04-00-59-25,google_pegasus-arxiv,rotten_tomatoes,58.625442375278496,52.0397016838562,-6.585740691422296,58.49448367538456,67.49306538233873,8.99858170695417,29.5686215694342,6.1185410803258415,33.8809936883159,24.543289988040925,89.83284984434248,27.84793201019764,298.91326105422974,106.3171260986328,98.47599266334772,35.9767152469635,1030.8968025268557,251.18925987854004,23.1419195921924,7.655856832101941,3.1169040449339898,22.46830356245041,0.6753
google_pegasus-multi_news-_-xsum-_-beam_search_long-_-2023-11-04-00-26-35,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-00-26-35,google_pegasus-multi_news,xsum,51.38149370765686,36.347191233397645,-15.03430247425921,49.86657969360351,34.01911123728864,-15.847468456314871,18.55830081509375,5.051446909718216,21.787183758093416,17.13182301850319,,,,,31.51440850456357,19.77864147737026,885.7482682800293,184.1336044052124,2.556300474537548,2.261960203748941,19.460178762666136,16.909207941150665,0.1624
google_pegasus-arxiv-_-peer_read-_-beam_search_long-_-2023-11-04-00-18-35,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-00-18-35,google_pegasus-arxiv,peer_read,60.75147059496026,33.566340665538554,-27.185129929421706,48.76612692550053,20.510634324060472,-28.255492601440054,36.826679429110825,7.313958411734403,23.237643805775075,23.535164835402,,,,,73.22301993319019,30.79768873558861,1054.3597986997086,240.95076735376944,1.6571154896682556,1.9313340609682448,29.47797110642133,19.96096550477754,0.001223241590214
google_pegasus-multi_news-_-peer_read-_-beam_sampling_long-_-2023-11-03-23-13-30,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-23-13-30,google_pegasus-multi_news,peer_read,55.67828488597812,27.82587506388869,-27.85240982208942,48.502339830311065,20.53188631750228,-27.970453512808792,33.78808787919749,7.234402396081055,18.121334195465124,19.74937338756129,,,,,75.54781458982998,32.0272278922778,998.7619153317326,208.81545836655727,1.174999321599004,1.6704063117686396,31.168638541574506,20.446148658309145,0.0024464831804281
google_pegasus-large-_-arxiv-_-top_p_sampling-_-2023-11-03-23-36-38,paraphrase-MiniLM-L6-v2,top_p_sampling,2023-11-03-23-36-38,google_pegasus-large,arxiv,44.30860273941703,27.539118345742427,-16.769484393674606,48.10727134372877,27.90198362788407,-20.2052877158447,20.24866219038401,4.761253865336224,41.69377962544572,22.33698210346032,,,,,17.534684964921905,14.475830047952462,1174.1108130792654,239.4240976463934,1.1581206116153242,1.6135908504415837,29.582876382610813,19.5342148055201,0.0038819875776397
google_pegasus-large-_-peer_read-_-beam_sampling_short-_-2023-11-03-22-37-54,paraphrase-MiniLM-L6-v2,beam_sampling_short,2023-11-03-22-37-54,google_pegasus-large,peer_read,154.4476201981944,131.19394472721356,-23.25367547098086,45.79785639678302,20.503699703725275,-25.29415669305774,63.02826433935251,10.199971676456087,16.073197874126084,29.43929882953656,,,,,90.555956846348,35.067559993522245,1036.9461596381043,261.5474614601252,22.872073345446804,8.143019390616578,5.497126231666096,10.873255724425707,0.326605504587156
sshleifer_distill-pegasus-cnn-16-4-_-peer_read-_-beam_search_long-_-2023-11-03-22-27-42,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-03-22-27-42,sshleifer_distill-pegasus-cnn-16-4,peer_read,64.46568720173033,36.60082014158066,-27.86486706014968,48.865483256582095,20.50796383999009,-28.357519416592,32.265421790258806,6.664916382616084,24.515034515522306,22.551776973771027,,,,,66.61563788962295,29.12184691312481,1026.7494484437716,219.1712697440331,3.174364808348751,2.744714854753345,25.72976610999589,17.659636894716034,0.0067278287461773
google_pegasus-large-_-arxiv-_-beam_sampling_long-_-2023-11-03-23-30-11,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-23-30-11,google_pegasus-large,arxiv,44.33634898381203,27.17717930882222,-17.159169674989812,47.816304525529375,27.881723578786783,-19.934580946742592,19.5751066019978,4.661462387588361,41.57024347119565,22.10779353609737,,,,,16.786642564381964,14.059146601591053,1176.0196521830114,239.16196215848743,0.9831664515792984,1.434778554303722,30.126677452573865,19.863454505227367,0.0034161490683229
sshleifer_distill-pegasus-cnn-16-4-_-xsum-_-beam_sampling_long-_-2023-11-03-22-37-04,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-22-37-04,sshleifer_distill-pegasus-cnn-16-4,xsum,64.51875207214358,57.2062911323082,-7.312460939835382,51.22601432037354,34.046417409468816,-17.179596910904717,23.146410918446136,5.485816683977842,24.87680217452049,20.288381574487687,,,,,44.98386253154651,24.387417983460427,919.3039580688476,201.64324790496823,5.629202593104077,3.4860914273940025,17.606152141135187,17.21329443397522,0.2956
google_pegasus-large-_-arxiv-_-beam_search_short-_-2023-11-03-23-05-30,paraphrase-MiniLM-L6-v2,beam_search_short,2023-11-03-23-05-30,google_pegasus-large,arxiv,122.94967292288078,136.28592741663763,13.33625449375685,41.58849340166364,27.886427105254054,-13.702066296409589,24.85529779234272,5.240489058353886,43.15977617076465,24.77207418050825,,,,,30.479748433439628,20.98513173842282,1160.279849186299,260.81667856962787,21.069807812041656,7.512888741326628,7.700702236138099,11.293924552461377,0.2187888198757764
google_pegasus-large-_-peer_read-_-beam_search_short-_-2023-11-03-22-55-53,paraphrase-MiniLM-L6-v2,beam_search_short,2023-11-03-22-55-53,google_pegasus-large,peer_read,154.95774480137257,131.28357826056302,-23.67416654080956,45.76573465796422,20.482788424577723,-25.28294623338649,63.0106426126617,10.198306558547763,16.04602792981203,29.41481617131365,,,,,90.52612547043266,35.05970642078178,1036.8975982386037,261.43266927269985,22.879632177411235,8.146044750315697,5.48507716124621,10.867154235723186,0.326605504587156
google_pegasus-multi_news_peer_read_beam_sampling_longer_2023-11-01-19-34-10,,,,,,,,,,,,32.25281207815876,7.089655171184365,18.7524327554834,19.46074676863644,,,,,74.01469233772441,31.673643604768525,999.1765932228952,208.2343162606616,1.2247277252945696,1.680580320872298,31.14477721226689,20.46114108001056,0.0036697247706422
sshleifer_distill-pegasus-cnn-16-4_rotten_tomatoes_beam_sampling_very_short_2023-11-01-19-34-55,,,,,,,,,,,,27.29131903900393,5.6670013265639545,36.18700628997088,24.810713201236723,58.95630651650284,22.02592260094732,361.25210045166017,116.95698445129396,83.3772022799668,32.36277724992931,1001.0764539611816,251.7710873138428,2.686756617355347,2.341532570837624,1.7308367819047532,9.95714461698532,0.4695
facebook_bart-large-cnn-_-rotten_tomatoes-_-top_p_sampling-_-2023-11-04-00-57-33,paraphrase-MiniLM-L6-v2,top_p_sampling,2023-11-04-00-57-33,facebook_bart-large-cnn,rotten_tomatoes,58.36767059326172,38.589763745833565,-19.77790684742816,83.75786265945439,67.48932255702135,-16.268540102433036,6.724146667817102,2.592426945038885,37.38243861176744,17.920654322099686,19.380575278362343,11.372707073269412,343.8102978935242,137.23680547027587,27.48858064903236,17.782164366382734,950.8696290649414,189.06306628417968,3.0556034368595144,2.438746703475248,3.0861827729183715,11.490746890640258,0.4428
google_pegasus-arxiv_rotten_tomatoes_beam_sampling_longer_2023-11-01-20-43-53,,,,,,,,,,,,29.61237871520389,6.124852534869313,33.89167029813304,24.565609464645387,90.54720834239126,28.010481438970565,298.6782980911255,106.55251321411131,98.95173053189517,36.065747708940506,1030.5948729003906,251.12842035522465,23.140685408350823,7.656429102799296,3.123600714910403,22.474263291072845,0.6764
sshleifer_distill-pegasus-cnn-16-4-_-arxiv-_-beam_search_long-_-2023-11-03-22-42-15,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-03-22-42-15,sshleifer_distill-pegasus-cnn-16-4,arxiv,51.93313232445569,38.93496152107369,-12.998170803382004,48.45174882071359,27.89762412313697,-20.55412469757661,21.235664294304463,4.821949968979873,42.37723195821,23.147003170422146,,,,,19.98185412293728,15.46680098431451,1173.3836827911946,235.98860632618025,2.544897362150784,2.4824573236824192,27.59291607880074,18.44215574516273,0.0066770186335403
google_pegasus-arxiv-_-peer_read-_-beam_sampling_long-_-2023-11-03-23-54-08,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-23-54-08,google_pegasus-arxiv,peer_read,58.910742969104646,31.925901734105484,-26.98484123499916,48.69684166397888,20.516234588956785,-28.18060707502209,35.865266919025686,7.200242172614515,23.80905312277855,23.45598890730365,,,,,72.95740113703118,30.66310165883569,1056.1891850556074,240.9272864852112,1.6390499340877256,1.913505579581319,29.557699410339374,20.00903905524391,0.0018348623853211
google_pegasus-arxiv-_-arxiv-_-beam_search_long-_-2023-11-04-00-50-39,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-00-50-39,google_pegasus-arxiv,arxiv,45.59696651008558,27.105162043123297,-18.49180446696229,47.70118693476138,27.92435786987292,-19.776829064888457,21.62949618252435,4.996531478653413,40.18934926114722,22.09259408964133,,,,,18.13568551617657,14.476956453604728,1190.8447881473517,246.4277235185137,0.7187096658113242,1.2656330507271778,30.500832949291844,20.160697570498687,0.0013975155279503
sshleifer_distill-pegasus-cnn-16-4_rotten_tomatoes_top_p_sampling_2023-10-30-23-46-01,,,,,,,,,,,,10.188462030147978,2.894168850471452,37.60332013512701,19.396608009958268,,,,,28.5312628725055,15.850454198995047,973.275600250244,201.90454240875243,1.702734208776608,1.7052829305868595,3.289736587825883,10.706471518039704,0.2765
sshleifer_distill-pegasus-cnn-16-4-_-rotten_tomatoes-_-beam_sampling_long-_-2023-11-03-22-25-24,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-22-25-24,sshleifer_distill-pegasus-cnn-16-4,rotten_tomatoes,97.29419976546768,90.7995488018286,-6.494650963639092,81.72121892242436,67.44122810893175,-14.279990813492608,11.527195169101535,3.154198875882104,37.386178484033046,19.763760595369337,,,,,32.470079598968326,17.35302184464969,972.4655720825197,202.49400265045165,1.8384735633302345,1.808205608792696,3.277581614693906,10.760979447841644,0.2944
sshleifer_distill-pegasus-cnn-16-4-_-rotten_tomatoes-_-beam_search_short-_-2023-11-03-22-38-22,paraphrase-MiniLM-L6-v2,beam_search_short,2023-11-03-22-38-22,sshleifer_distill-pegasus-cnn-16-4,rotten_tomatoes,146.8746887592316,164.06860991778487,17.19392115855329,65.44597589492803,67.46990618281481,2.023930287886785,27.05488491526777,5.629526218000055,36.14560391849876,24.71574208173752,61.02082528804694,22.46751021450907,361.3459341003418,115.4341822982788,82.7963394820926,32.248244401685895,999.8862143249512,251.21118497619628,2.681434158774699,2.3379497959526256,1.747159551421739,9.971453472423551,0.4709
sshleifer_distill-pegasus-cnn-16-4-_-xsum-_-beam_sampling_short-_-2023-11-03-22-14-44,paraphrase-MiniLM-L6-v2,beam_sampling_short,2023-11-03-22-14-44,sshleifer_distill-pegasus-cnn-16-4,xsum,129.69869103164675,178.2533685821068,48.55467755046005,43.8001853729248,34.01840466990583,-9.781780703018976,49.4896155580956,8.678682414327563,20.148405178642275,27.205554561042785,,,,,88.5535038574338,36.939676171922684,969.4197744750976,260.5437524536133,15.45155495366063,6.016506583073736,6.23017741100844,13.059012141895296,0.5609
google_pegasus-large-_-xsum-_-beam_search_long-_-2023-11-03-23-46-50,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-03-23-46-50,google_pegasus-large,xsum,52.10691815643313,46.020321184493255,-6.0865969719398745,48.07880868530273,33.99402683177106,-14.08478185353167,21.18519876741112,5.317169997486472,24.690795996488166,19.53948438653946,,,,,41.00521243687278,23.168202852514387,927.6419054870604,201.2939191940308,4.083270629482536,2.8808306140482425,17.648763985367864,16.486544746303558,0.2485
facebook_bart-large-cnn-_-rotten_tomatoes-_-beam_search_long-_-2023-11-04-00-55-21,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-00-55-21,facebook_bart-large-cnn,rotten_tomatoes,60.04630199432374,39.3013627891075,-20.74493920521624,84.7531550773621,67.45891445307848,-17.294240624283624,6.3223815335021385,2.5315473612140864,37.55015776786506,17.842334364748,19.3796420431424,11.33541336206682,343.9390051979065,137.574197795105,25.777378735460548,17.24472710390724,951.1270819671632,188.95475230255127,2.9190664662862957,2.381572563804034,3.1256407392659225,11.43498025970459,0.4332
google_pegasus-arxiv-_-arxiv-_-beam_sampling_long-_-2023-11-04-00-39-41,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-04-00-39-41,google_pegasus-arxiv,arxiv,45.24043980710995,27.03772704035208,-18.20271276675788,47.69436407622344,27.91986501420856,-19.77449906201488,22.844894992500297,5.173473185634021,39.53933513944749,22.178734977793248,,,,,18.39343368523054,14.631167042514551,1191.7014529873866,247.6545078893626,0.7463393041375238,1.2810459666983771,30.452595540011156,20.137280746128248,0.001863354037267
google_pegasus-multi_news-_-arxiv-_-beam_sampling_long-_-2023-11-03-23-55-47,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-23-55-47,google_pegasus-multi_news,arxiv,47.263374859353775,28.907428944743724,-18.355945914610047,46.234970846235385,27.894064998741264,-18.34090584749412,31.251001437476283,6.89436807801357,26.96010003200276,18.501111146381923,,,,,46.15838623405984,25.509861466973465,1080.5771232936693,194.5613449381005,0.7707352859038851,1.2794727373486443,31.7613310896832,20.79056398157748,0.0043478260869565
google_pegasus-large-_-rotten_tomatoes-_-beam_search_short-_-2023-11-03-23-03-06,paraphrase-MiniLM-L6-v2,beam_search_short,2023-11-03-23-03-06,google_pegasus-large,rotten_tomatoes,128.98430869674684,151.26923627162094,22.28492757487409,61.00778462295537,67.50652627406237,6.498741651107,25.826810080287057,5.464517431031912,35.86706693561077,24.20338589792252,74.40282266453318,25.13907762473337,366.7597781280518,107.60378177642822,76.86789616544418,30.85824016700164,1003.4563555603028,243.3298553878784,2.4708137841152094,2.2406722274972126,1.2889909620017743,9.449497638893128,0.49
facebook_bart-large-cnn-_-xsum-_-beam_sampling_long-_-2023-11-04-00-02-27,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-04-00-02-27,facebook_bart-large-cnn,xsum,60.42190121917727,47.55399741740341,-12.867903801773858,52.35647276916504,34.04719011912458,-18.30928265004046,19.90455733909906,5.028707222676277,25.848033119389413,19.61846424136161,,,,,39.21847696005795,22.270535401284693,914.027463885498,197.1050466522217,4.610578760125441,3.088573782838881,18.266739706809076,17.21410617322922,0.2713
google_pegasus-multi_news-_-xsum-_-beam_sampling_long-_-2023-11-04-00-21-56,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-04-00-21-56,google_pegasus-multi_news,xsum,50.86791416473388,36.47986671366803,-14.38804745106585,49.8470747543335,34.052771443892645,-15.794303310440853,,,,,,,,,31.83869250307083,19.90125635732412,884.924962512207,184.07974944992063,2.5431075890719197,2.260061938776076,19.450264262776823,16.90429765405655,0.1659
google_pegasus-arxiv-_-xsum-_-beam_search_long-_-2023-11-04-01-12-35,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-01-12-35,google_pegasus-arxiv,xsum,56.2543727163315,57.864559472418975,1.6101867560874692,43.089109332275385,34.02151009898297,-9.067599233292412,39.92284657372443,7.70867666888088,21.911681205766648,24.839968185663224,,,,,77.74776018943787,33.66636711330414,975.2882839538574,240.52882453918457,20.19865913159158,5.962010906738043,9.471335019266606,18.38290716428757,0.4607
sshleifer_distill-pegasus-cnn-16-4_rotten_tomatoes_top_p_sampling_2023-10-31-01-37-26,,,,,,,,,,,,10.140996620415493,2.8815323456740005,37.585515072746574,19.37328814620972,,,,,28.086641475613817,15.695028106613083,972.9318635437012,201.575333720398,1.6861602263287514,1.6934974315146916,3.312923056762712,10.711949257278444,0.2749
facebook_bart-large-cnn-_-peer_read-_-beam_search_long-_-2023-11-04-00-36-49,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-00-36-49,facebook_bart-large-cnn,peer_read,52.85315805604334,24.245492472384488,-28.60766558365885,49.20046009682005,20.50891557779351,-28.69154451902654,24.42414166266696,5.661091947373265,26.65872934706714,20.726762713569386,,,,,52.8952323950321,25.27930667095957,1011.0393312786696,205.94371198834995,1.5029248892283724,1.8928348765597431,27.790852169232267,18.61138540203783,0.0024464831804281
google_pegasus-multi_news-_-arxiv-_-beam_search_long-_-2023-11-04-00-08-07,paraphrase-MiniLM-L6-v2,beam_search_long,2023-11-04-00-08-07,google_pegasus-multi_news,arxiv,49.05716784459463,28.595544518413536,-20.461623326181098,46.61992471351387,27.91872283224342,-18.701201881270443,31.08917062096182,6.919285018892484,26.586693116770302,18.13335503695174,,,,,46.592119737608094,25.98345356202273,1079.2308099971794,193.85028688182,0.7645604515280098,1.297774849859824,31.784842274499976,20.79874891568415,0.0034161490683229
google_pegasus-multi_news-_-arxiv-_-top_p_sampling-_-2023-11-04-00-07-05,paraphrase-MiniLM-L6-v2,top_p_sampling,2023-11-04-00-07-05,google_pegasus-multi_news,arxiv,50.43484402295225,30.71895565198424,-19.715888370968013,46.6633748877863,27.94874972656996,-18.71462516121634,31.05148670742672,6.791746609408108,28.06540565169561,18.91714831301885,,,,,47.24764257570416,26.29276416075896,1081.6317610083158,197.5883631854324,1.4487997607803782,1.842671370080539,30.247416524394698,19.958445221889093,0.0048136645962732
sshleifer_distill-pegasus-cnn-16-4-_-peer_read-_-beam_sampling_short-_-2023-11-03-22-02-56,paraphrase-MiniLM-L6-v2,beam_sampling_short,2023-11-03-22-02-56,sshleifer_distill-pegasus-cnn-16-4,peer_read,153.87415125668963,126.6908034605045,-27.18334779618513,40.014840427596994,20.502855832028267,-19.51198459556873,63.90587640048378,10.252974804916878,16.005367742911755,29.735078186945085,,,,,93.18221311569214,35.365901260492635,1039.434346516927,266.0518992572749,22.38763294247312,8.142186517161331,5.880718665882171,10.920422169046663,0.3425076452599388
google_pegasus-large-_-arxiv-_-beam_sampling_short-_-2023-11-03-22-45-50,paraphrase-MiniLM-L6-v2,beam_sampling_short,2023-11-03-22-45-50,google_pegasus-large,arxiv,122.98735996625442,136.51015130581675,13.522791339562334,40.615843721946575,27.89284152818372,-12.723002193762865,24.96512198356608,5.255145527635302,43.15844788723481,24.809387494910577,,,,,30.358524278157983,20.95154716250319,1160.8602131529624,260.9425992787995,21.06362413127461,7.51662785947693,7.688193897064197,11.280738617766715,0.2152173913043478
google_pegasus-large_rotten_tomatoes_beam_sampling_very_short_2023-11-01-19-37-35,,,,,,,,,,,,25.826810080287057,5.464517431031912,35.86706693561077,24.20338589792252,74.40282266453318,25.13907762473337,366.7597781280518,107.60378177642822,76.86789616544418,30.85824016700164,1003.4563555603028,243.3298553878784,2.4708137841152094,2.2406722274972126,1.2889909620017743,9.449497638893128,0.49
google_pegasus-arxiv-_-arxiv-_-top_p_sampling-_-2023-11-04-00-54-05,paraphrase-MiniLM-L6-v2,top_p_sampling,2023-11-04-00-54-05,google_pegasus-arxiv,arxiv,44.81831803647628,27.859548582464058,-16.95876945401222,45.394842391873,28.20119695201032,-17.193645439862678,22.583898988340493,5.01018561952464,41.69479291623933,23.202328244647624,,,,,19.54736009318821,15.28113718473393,1186.7716483643335,250.79302243060948,1.136014226926686,1.669824021864937,29.42508406561354,19.55312217881221,0.0035714285714285
google_pegasus-large-_-xsum-_-beam_search_short-_-2023-11-03-23-08-31,paraphrase-MiniLM-L6-v2,beam_search_short,2023-11-03-23-08-31,google_pegasus-large,xsum,118.21498194351196,162.9695248656761,44.75454292216414,39.28578984375,34.05951861033552,-5.226271233414484,52.14400094940606,8.929658794534207,19.63451605884135,27.92052903966904,,,,,91.07979970819056,37.50383094053269,976.166834613037,260.7409964279175,17.464136484050936,6.500716249405593,3.542733838276565,11.76170133600235,0.614
google_pegasus-multi_news-_-xsum-_-top_p_sampling-_-2023-11-04-00-29-02,paraphrase-MiniLM-L6-v2,top_p_sampling,2023-11-04-00-29-02,google_pegasus-multi_news,xsum,52.70436953086854,39.26058009677046,-13.443789434098075,49.72413233489991,34.02255004801862,-15.70158228688128,21.938112213586884,5.5465663639687,21.2149036070928,18.05614666852951,,,,,38.994932428371904,22.726810945248605,891.8535319458008,189.6897035362244,3.901452827119921,2.864554108056426,18.74782307640612,17.180303008461,0.2254
sshleifer_distill-pegasus-cnn-16-4_rotten_tomatoes_beam_sampling_longer_2023-11-01-19-43-21,,,,,,,,,,,,11.618458910994445,3.163476772435382,37.38413552884832,19.792508370780943,18.37626495166164,10.478771463992071,355.641487575531,129.60909403381348,31.991496791909057,17.191521377145126,972.1707559448242,202.2404733078003,1.8155542741251007,1.7961951719058675,3.2771926001048066,10.74854249982834,0.2942
facebook_bart-large-cnn-_-peer_read-_-beam_sampling_long-_-2023-11-03-23-37-35,paraphrase-MiniLM-L6-v2,beam_sampling_long,2023-11-03-23-37-35,facebook_bart-large-cnn,peer_read,52.837610871201264,24.413820023243385,-28.423790847957875,49.18177843006379,20.47135680112469,-28.7104216289391,23.71020838612517,5.604673945402515,26.666264914627835,20.440693663092564,,,,,52.160264046191735,25.07974142541579,1009.416494648318,205.0723107107553,1.458435509047959,1.8661824185139175,27.78667396536661,18.594510478565088,0.000611620795107
google_pegasus-large_rotten_tomatoes_beam_sampling_longer_2023-11-01-19-49-18,,,,,,,,,,,,2.992862830450715,0.8432644399727695,39.32043353230655,17.671415744447707,10.929554086125224,4.252413486897386,358.98071297607424,125.20019238815308,9.13160616510773,4.711073153235158,969.313037109375,193.48318682403564,0.4944505016841451,0.4799023689222289,3.1647057232607154,9.975007487773896,0.1056
google_pegasus-arxiv_peer_read_top_p_sampling_2023-10-31-01-31-58,,,,,,,,,,,,39.82836635182565,7.64792202889737,22.82500505451033,24.376444399247475,,,,,76.6075898222967,31.58484008100784,1055.811914249152,244.4885230201465,1.950755931869924,2.1449339621839902,28.64961139361064,19.46936669072609,0.000611620795107
google_pegasus-large_peer_read_top_p_sampling_2023-10-31-01-31-30,,,,,,,,,,,,34.064737463491255,7.024690529403337,23.129513446234785,22.44943883528403,,,,,55.81434157699898,26.538356002007784,1022.0890374886516,213.60575587654697,2.198061573612498,2.1382664318341726,26.58605660962038,17.927286113657352,0.0073394495412844
sshleifer_distill-pegasus-cnn-16-4_peer_read_beam_sampling_longer_2023-11-01-19-24-59,,,,,,,,,,,,32.891634453618074,6.751965780287343,24.205013677942645,22.60628588323564,,,,,66.88241264856555,29.19280966050034,1025.731233798619,219.08154337938407,3.2543285540661087,2.7714388456548757,25.615395489398857,17.594394581762657,0.0067278287461773
google_pegasus-multi_news-_-rotten_tomatoes-_-top_p_sampling-_-2023-11-04-00-25-42,paraphrase-MiniLM-L6-v2,top_p_sampling,2023-11-04-00-25-42,google_pegasus-multi_news,rotten_tomatoes,43.95731255493164,33.84799826426618,-10.10931429066546,66.18282614288334,67.51976527171252,1.3369391288291683,24.144467930045824,5.582308751897514,29.212928323195875,20.28294354777336,53.321518747822566,20.60225913316608,324.32877352905274,140.98529440994264,73.2110807754159,31.4673051207304,941.7417449951172,190.07162650146483,6.093878106697556,3.747523789179325,2.5268545652076138,12.613380314731598,0.5668
